payment_id,customer_id,profile,amount,failure_reason,attempt_number,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate
P001540,C06928,occasionally_late,499,bank_error,1,23,6,3,3.06,0.53
P001541,C08856,occasionally_late,499,insufficient_funds,1,17,5,4,3.58,0.49
P001542,C09379,reliable,499,payment_method_issue,1,21,19,2,0.41,0.83
P001543,C04037,occasionally_late,499,payment_method_issue,1,6,11,1,3.74,0.68
P001544,C01480,reliable,499,payment_method_issue,1,18,16,0,0.11,0.91
P001545,C02155,reliable,499,insufficient_funds,1,19,19,0,0.2,0.7
P001546,C02291,occasionally_late,499,authentication_failed,1,23,17,2,3.06,0.56
P001547,C09418,occasionally_late,499,bank_error,1,24,12,2,1.52,0.67
P001548,C00015,reliable,499,bank_error,1,12,14,0,0.2,0.7
P001549,C07231,reliable,499,insufficient_funds,1,14,33,0,0.37,0.96
P001550,C02921,reliable,499,payment_method_issue,1,10,35,0,0.92,0.9
P001551,C01359,occasionally_late,499,insufficient_funds,1,8,4,1,2.63,0.65
P001552,C07393,reliable,499,insufficient_funds,1,28,6,1,0.68,0.91
P001553,C06672,frequent_failure,499,insufficient_funds,2,7,8,7,6.97,0.47
P001554,C06561,occasionally_late,499,bank_error,1,21,14,1,2.06,0.66
P001555,C04978,churn_risk,499,insufficient_funds,1,9,1,8,7.01,0.09
P001556,C08099,reliable,499,payment_method_issue,1,22,27,1,0.63,0.94
P001557,C06055,occasionally_late,499,payment_method_issue,1,19,6,4,1.58,0.73
P001558,C05885,reliable,499,insufficient_funds,1,17,23,1,0.53,0.8
P001559,C03960,reliable,499,bank_error,1,26,27,1,0.54,0.71
P001560,C07304,occasionally_late,499,bank_error,1,13,4,3,2.21,0.46
P001561,C08019,reliable,499,authentication_failed,1,14,8,2,0.76,0.9
P001562,C04402,reliable,499,payment_method_issue,1,16,32,0,0.44,0.9
P001563,C02999,churn_risk,499,payment_method_issue,1,3,5,5,12.73,0.26
P001564,C00187,churn_risk,499,bank_error,1,5,1,7,9.98,0.07
P001565,C01858,reliable,499,payment_method_issue,1,19,30,2,0.04,0.89
P001566,C07768,occasionally_late,499,bank_error,1,10,8,3,3.03,0.72
P001567,C01505,frequent_failure,499,insufficient_funds,1,5,7,7,4.68,0.35
P001568,C07337,reliable,499,authentication_failed,1,22,32,2,0.58,0.72
P001569,C08770,occasionally_late,499,insufficient_funds,2,12,9,4,2.01,0.46
P001570,C00799,reliable,499,insufficient_funds,1,15,12,0,0.87,0.93
P001571,C04597,reliable,499,authentication_failed,2,23,21,0,0.17,0.73
P001572,C06497,frequent_failure,499,insufficient_funds,1,12,7,7,3.12,0.21
P001573,C03451,occasionally_late,499,insufficient_funds,2,23,17,3,2.83,0.73
P001574,C03456,occasionally_late,499,insufficient_funds,1,5,8,2,1.59,0.69
P001575,C01690,reliable,499,bank_error,1,28,17,1,0.52,0.8
P001576,C09544,frequent_failure,499,insufficient_funds,1,9,10,4,7.96,0.2
P001577,C09677,reliable,499,insufficient_funds,1,15,13,1,0.07,0.81
P001578,C09267,occasionally_late,499,insufficient_funds,1,21,14,2,1.09,0.64
P001579,C02015,reliable,499,payment_method_issue,1,29,11,0,0.1,0.78
P001580,C00933,churn_risk,499,insufficient_funds,1,3,3,9,11.71,0.22
P001581,C01846,churn_risk,499,bank_error,2,5,0,8,14.84,0.26
P001582,C00647,reliable,499,bank_error,1,20,33,2,0.22,0.86
P001583,C05146,reliable,499,payment_method_issue,2,35,34,2,0.26,0.92
P001584,C08186,occasionally_late,499,insufficient_funds,1,16,6,1,1.97,0.67
P001585,C03433,churn_risk,499,bank_error,2,9,6,7,10.46,0.29
P001586,C08896,reliable,499,authentication_failed,2,8,25,1,0.21,0.84
P001587,C03434,occasionally_late,499,bank_error,1,23,15,2,1.2,0.47
P001588,C02016,reliable,499,bank_error,2,13,12,2,0.74,0.75
P001589,C01093,occasionally_late,499,payment_method_issue,1,12,15,3,1.42,0.75
P001590,C08995,churn_risk,499,insufficient_funds,1,11,1,6,7.8,0.28
P001591,C00841,reliable,499,bank_error,2,25,20,0,0.8,0.77
P001592,C08836,occasionally_late,499,payment_method_issue,1,24,5,4,3.0,0.64
P001593,C05167,reliable,499,payment_method_issue,2,29,15,2,0.92,0.77
P001594,C00165,reliable,499,bank_error,1,32,22,2,0.03,0.97
P001595,C01405,reliable,499,payment_method_issue,1,19,9,1,0.4,0.84
P001596,C09216,occasionally_late,499,authentication_failed,1,7,12,3,3.5,0.53
P001597,C03620,occasionally_late,499,authentication_failed,1,22,3,4,3.9,0.57
P001598,C02007,frequent_failure,499,payment_method_issue,2,9,4,4,5.43,0.44
P001599,C01339,occasionally_late,499,bank_error,1,24,6,3,3.8,0.59
P001600,C01680,reliable,499,payment_method_issue,1,16,14,0,0.47,0.86
P001601,C04521,occasionally_late,499,insufficient_funds,1,23,11,3,3.45,0.56
P001602,C08054,occasionally_late,499,payment_method_issue,1,18,14,3,1.53,0.67
P001603,C03472,reliable,499,bank_error,1,31,16,1,0.48,0.95
P001604,C07241,reliable,499,bank_error,1,16,31,2,0.3,0.75
P001605,C00587,occasionally_late,499,insufficient_funds,1,11,19,4,1.24,0.64
P001606,C00026,reliable,499,bank_error,1,32,35,0,0.82,0.96
P001607,C00029,occasionally_late,499,authentication_failed,1,20,19,2,3.89,0.54
P001608,C09098,reliable,499,insufficient_funds,1,17,29,1,0.93,0.88
P001609,C01437,frequent_failure,499,insufficient_funds,2,17,3,5,4.59,0.41
P001610,C08833,reliable,499,authentication_failed,1,17,28,1,0.15,0.87
P001611,C05947,reliable,499,bank_error,1,11,24,1,0.75,0.86
P001612,C05031,frequent_failure,499,insufficient_funds,1,15,5,5,5.22,0.25
P001613,C00724,reliable,499,bank_error,1,22,32,2,0.57,0.8
P001614,C09093,occasionally_late,499,payment_method_issue,1,6,5,4,1.17,0.57
P001615,C08767,occasionally_late,499,bank_error,1,17,3,4,3.5,0.5
P001616,C09298,occasionally_late,499,authentication_failed,1,6,15,3,2.11,0.66
P001617,C00861,occasionally_late,499,insufficient_funds,1,20,9,4,1.96,0.61
P001618,C06286,reliable,499,bank_error,1,7,12,2,0.89,0.84
P001619,C02191,frequent_failure,499,insufficient_funds,1,4,3,6,3.76,0.17
P001620,C04077,reliable,499,bank_error,1,34,19,0,0.53,0.73
P001621,C00901,occasionally_late,499,bank_error,1,16,19,3,1.95,0.77
P001622,C06207,reliable,499,bank_error,1,33,29,2,0.46,0.73
P001623,C03053,reliable,499,payment_method_issue,1,9,18,0,0.8,0.93
P001624,C08976,reliable,499,payment_method_issue,1,16,35,0,0.7,0.91
P001625,C02858,occasionally_late,499,insufficient_funds,1,22,5,2,1.03,0.45
P001626,C04516,occasionally_late,499,bank_error,2,5,5,3,1.85,0.6
P001627,C03824,reliable,499,payment_method_issue,2,8,15,0,0.33,0.72
P001628,C06642,occasionally_late,499,authentication_failed,1,5,17,3,2.45,0.64
P001629,C08527,reliable,499,insufficient_funds,1,12,7,1,0.1,0.71
P001630,C05528,reliable,499,insufficient_funds,1,28,21,2,0.01,0.82
P001631,C04112,reliable,499,bank_error,1,18,7,2,0.05,0.76
P001632,C05386,reliable,499,payment_method_issue,1,25,26,1,0.99,0.75
P001633,C00202,occasionally_late,499,insufficient_funds,2,9,10,1,3.71,0.68
P001634,C02640,reliable,499,bank_error,1,21,22,2,0.82,0.79
P001635,C01989,occasionally_late,499,payment_method_issue,2,16,9,3,2.66,0.53
P001636,C03461,churn_risk,499,authentication_failed,1,1,5,8,9.68,0.24
P001637,C02760,reliable,499,insufficient_funds,1,18,29,2,0.08,0.78
P001638,C03917,occasionally_late,499,authentication_failed,1,7,12,1,3.13,0.76
P001639,C00910,occasionally_late,499,insufficient_funds,1,13,11,3,1.04,0.68
P001640,C07094,reliable,499,bank_error,1,12,34,0,0.39,0.86
P001641,C09032,reliable,499,payment_method_issue,1,30,10,2,0.69,0.9
P001642,C03634,frequent_failure,499,bank_error,1,16,9,5,3.64,0.24
P001643,C02184,reliable,499,bank_error,1,10,22,1,0.13,0.94
P001644,C08661,churn_risk,499,insufficient_funds,1,6,4,8,7.69,0.06
P001645,C07853,reliable,499,payment_method_issue,1,16,15,0,0.04,0.83
P001646,C03799,reliable,499,payment_method_issue,1,28,28,1,0.35,0.76
P001647,C06782,reliable,499,bank_error,2,31,23,1,0.14,0.79
P001648,C06532,reliable,499,payment_method_issue,1,35,36,2,0.0,0.75
P001649,C09318,reliable,499,authentication_failed,1,17,14,1,0.94,0.89
P001650,C03046,reliable,499,bank_error,1,24,23,0,0.79,0.75
P001651,C04698,reliable,499,bank_error,1,6,24,0,0.81,0.87
P001652,C03896,reliable,499,insufficient_funds,1,28,7,2,0.29,0.87
P001653,C02495,reliable,499,bank_error,1,16,12,0,0.12,0.87
P001654,C08738,frequent_failure,499,bank_error,1,4,7,6,5.75,0.41
P001655,C02629,churn_risk,499,insufficient_funds,1,8,1,4,7.15,0.29
P001656,C07115,reliable,499,payment_method_issue,1,23,14,2,0.95,0.75
P001657,C01665,reliable,499,bank_error,1,12,21,2,0.33,0.88
P001658,C07932,occasionally_late,499,insufficient_funds,2,23,4,2,2.6,0.54
P001659,C03595,reliable,499,authentication_failed,1,35,15,0,0.26,0.85
P001660,C06015,churn_risk,499,authentication_failed,2,8,2,5,8.22,0.14
P001661,C05459,frequent_failure,499,insufficient_funds,1,10,10,6,5.1,0.22
P001662,C03324,reliable,499,payment_method_issue,1,32,31,2,0.1,0.89
P001663,C02061,reliable,499,bank_error,2,14,7,1,0.32,0.98
P001664,C07053,reliable,499,insufficient_funds,1,30,10,1,0.58,0.77
P001665,C08891,reliable,499,insufficient_funds,1,20,34,1,0.07,0.85
P001666,C06787,occasionally_late,499,payment_method_issue,2,5,11,1,2.15,0.65
P001667,C05051,frequent_failure,499,payment_method_issue,1,7,5,7,7.67,0.46
P001668,C02852,occasionally_late,499,insufficient_funds,1,7,16,1,3.17,0.65
P001669,C06114,churn_risk,499,bank_error,1,7,5,6,8.55,0.25
P001670,C02471,churn_risk,499,insufficient_funds,1,4,1,9,7.92,0.07
P001671,C02806,frequent_failure,499,insufficient_funds,1,12,6,3,3.2,0.42
P001672,C05190,frequent_failure,499,insufficient_funds,2,15,3,7,3.74,0.41
P001673,C05567,occasionally_late,499,payment_method_issue,1,19,11,4,2.34,0.79
P001674,C02561,reliable,499,bank_error,2,6,20,2,0.81,0.95
P001675,C08469,reliable,499,payment_method_issue,1,9,8,0,0.91,0.73
P001676,C09945,churn_risk,499,payment_method_issue,1,2,5,9,5.18,0.07
P001677,C00721,reliable,499,insufficient_funds,1,29,33,0,0.28,0.77
P001678,C08330,reliable,499,bank_error,1,23,17,2,0.18,0.83
P001679,C02423,occasionally_late,499,payment_method_issue,1,14,6,1,3.95,0.73
P001680,C01627,reliable,499,payment_method_issue,1,34,11,1,0.53,0.97
P001681,C04988,frequent_failure,499,insufficient_funds,1,16,7,7,6.9,0.34
P001682,C03262,reliable,499,bank_error,2,19,7,1,0.9,0.73
P001683,C06958,occasionally_late,499,bank_error,1,14,15,2,3.53,0.54
P001684,C00946,reliable,499,payment_method_issue,1,11,32,1,0.88,0.92
P001685,C02753,reliable,499,bank_error,1,6,32,1,0.32,0.76
P001686,C02233,reliable,499,payment_method_issue,1,16,8,1,0.9,0.86
P001687,C03776,reliable,499,authentication_failed,1,27,35,0,0.95,0.98
P001688,C09797,churn_risk,499,insufficient_funds,1,9,4,6,6.11,0.11
P001689,C00621,frequent_failure,499,bank_error,1,6,11,3,5.19,0.5
P001690,C05796,occasionally_late,499,bank_error,1,15,3,4,3.67,0.47
P001691,C03683,frequent_failure,499,authentication_failed,1,7,6,6,4.44,0.28
P001692,C03411,reliable,499,payment_method_issue,2,17,8,2,0.62,0.72
P001693,C09390,occasionally_late,499,insufficient_funds,1,18,5,4,2.43,0.8
P001694,C07885,reliable,499,insufficient_funds,1,27,11,2,0.8,0.77
P001695,C04559,occasionally_late,499,insufficient_funds,2,21,4,4,3.74,0.72
P001696,C06171,occasionally_late,499,insufficient_funds,1,23,16,2,2.65,0.53
P001697,C04462,frequent_failure,499,payment_method_issue,1,3,11,4,7.38,0.28
P001698,C03904,reliable,499,insufficient_funds,1,32,19,2,0.23,0.89
P001699,C07858,occasionally_late,499,payment_method_issue,1,18,4,2,1.61,0.58
P001700,C06960,occasionally_late,499,payment_method_issue,1,19,12,3,3.83,0.78
P001701,C01626,churn_risk,499,insufficient_funds,2,6,1,7,7.4,0.14
P001702,C01376,reliable,499,payment_method_issue,1,15,28,0,0.6,0.72
P001703,C01823,reliable,499,bank_error,1,17,20,2,0.13,0.97
P001704,C00901,occasionally_late,499,bank_error,1,16,19,3,1.95,0.77
P001705,C00191,frequent_failure,499,insufficient_funds,1,16,2,6,7.79,0.21
P001706,C08505,reliable,499,bank_error,1,25,31,2,0.39,0.89
P001707,C08625,reliable,499,bank_error,1,9,16,0,0.77,0.96
P001708,C03831,reliable,499,payment_method_issue,1,15,34,0,0.96,0.78
P001709,C00454,churn_risk,499,payment_method_issue,1,6,3,4,12.03,0.11
P001710,C08569,occasionally_late,499,bank_error,1,17,7,3,1.36,0.57
P001711,C00367,reliable,499,payment_method_issue,1,35,9,1,0.07,0.99
P001712,C08939,reliable,499,bank_error,1,9,23,0,0.32,0.92
P001713,C01890,occasionally_late,499,insufficient_funds,1,20,12,1,2.22,0.53
P001714,C04591,reliable,499,bank_error,2,6,22,0,0.62,0.95
P001715,C01566,reliable,499,bank_error,1,8,32,0,0.0,0.98
P001716,C03881,churn_risk,499,insufficient_funds,1,7,0,7,8.44,0.16
P001717,C04863,churn_risk,499,insufficient_funds,1,11,2,6,13.57,0.27
P001718,C01182,reliable,499,payment_method_issue,1,11,7,0,0.87,0.97
P001719,C02588,reliable,499,bank_error,1,22,16,0,0.52,0.75
P001720,C02748,reliable,499,payment_method_issue,1,22,35,2,0.17,0.89
P001721,C06915,reliable,499,authentication_failed,1,11,28,2,0.77,0.74
P001722,C05737,reliable,499,payment_method_issue,1,19,28,2,0.59,0.93
P001723,C06659,reliable,499,authentication_failed,1,17,22,1,0.26,0.98
P001724,C02372,occasionally_late,499,payment_method_issue,1,6,3,4,3.28,0.47
P001725,C05586,occasionally_late,499,authentication_failed,2,14,7,1,3.39,0.65
P001726,C04833,reliable,499,authentication_failed,1,11,22,1,0.32,0.92
P001727,C03322,reliable,499,authentication_failed,1,28,29,0,0.32,0.78
P001728,C05204,reliable,499,authentication_failed,2,27,12,0,0.12,0.83
P001729,C01711,occasionally_late,499,bank_error,1,8,14,4,2.24,0.62
P001730,C07330,reliable,499,payment_method_issue,1,23,36,2,0.15,0.96
P001731,C07143,occasionally_late,499,insufficient_funds,1,19,19,1,3.93,0.72
P001732,C09740,reliable,499,bank_error,2,28,24,1,0.23,0.75
P001733,C07352,reliable,499,bank_error,1,22,8,0,0.16,0.84
P001734,C01016,reliable,499,payment_method_issue,1,29,33,0,0.46,0.95
P001735,C00103,churn_risk,499,insufficient_funds,2,11,4,5,8.81,0.29
P001736,C07575,churn_risk,499,authentication_failed,1,6,6,9,7.4,0.15
P001737,C03282,frequent_failure,499,insufficient_funds,1,13,4,7,7.69,0.22
P001738,C07821,occasionally_late,499,insufficient_funds,1,12,16,1,1.84,0.68
P001739,C03129,reliable,499,payment_method_issue,1,14,11,0,0.21,0.87
P001740,C05932,reliable,499,insufficient_funds,1,30,16,2,0.7,0.85
P001741,C04397,occasionally_late,499,authentication_failed,1,16,13,4,2.83,0.63
P001742,C03857,frequent_failure,499,bank_error,2,11,1,4,3.24,0.43
P001743,C01960,frequent_failure,499,authentication_failed,1,15,9,6,4.73,0.19
P001744,C02096,reliable,499,payment_method_issue,2,9,15,1,0.21,0.79
P001745,C09654,churn_risk,499,insufficient_funds,2,11,6,6,6.4,0.09
P001746,C01793,reliable,499,bank_error,1,13,35,2,0.14,0.99
P001747,C08917,reliable,499,bank_error,1,17,10,1,0.84,0.79
P001748,C02428,occasionally_late,499,payment_method_issue,2,10,3,2,2.39,0.6
P001749,C08002,occasionally_late,499,payment_method_issue,1,12,9,3,3.35,0.6
P001750,C08915,reliable,499,bank_error,2,26,36,2,0.99,0.85
P001751,C05405,reliable,499,bank_error,1,25,32,2,0.46,0.97
P001752,C02244,reliable,499,payment_method_issue,1,20,19,2,0.76,0.8
P001753,C07203,occasionally_late,499,insufficient_funds,1,7,16,1,3.02,0.74
P001754,C06716,occasionally_late,499,payment_method_issue,1,10,3,2,1.24,0.46
P001755,C05957,reliable,499,insufficient_funds,1,17,24,1,0.82,0.79
P001756,C00869,reliable,499,bank_error,1,6,17,2,0.2,0.83
P001757,C03819,reliable,499,bank_error,1,33,16,2,0.32,0.77
P001758,C05514,occasionally_late,499,payment_method_issue,1,7,19,2,1.18,0.57
P001759,C07582,occasionally_late,499,payment_method_issue,1,20,7,3,1.63,0.78
P001760,C03183,occasionally_late,499,payment_method_issue,1,13,3,1,2.59,0.64
P001761,C03496,reliable,499,authentication_failed,1,27,21,0,0.97,0.77
P001762,C08402,frequent_failure,499,payment_method_issue,1,5,3,7,4.66,0.43
P001763,C01324,reliable,499,insufficient_funds,2,32,30,1,0.3,0.82
P001764,C07921,occasionally_late,499,payment_method_issue,1,7,6,3,3.48,0.72
P001765,C06093,churn_risk,499,payment_method_issue,1,6,2,6,10.34,0.11
P001766,C07119,reliable,499,authentication_failed,2,30,17,0,0.11,0.95
P001767,C01839,reliable,499,bank_error,1,6,9,0,0.31,0.9
P001768,C04502,frequent_failure,499,authentication_failed,2,17,4,3,7.8,0.44
P001769,C00153,reliable,499,authentication_failed,2,18,36,2,0.85,0.74
P001770,C03035,reliable,499,payment_method_issue,1,33,27,0,0.86,0.73
P001771,C01457,churn_risk,499,insufficient_funds,1,2,5,9,11.28,0.15
P001772,C00070,occasionally_late,499,bank_error,1,5,12,2,3.8,0.63
P001773,C08338,churn_risk,499,bank_error,1,1,6,7,5.84,0.14
P001774,C07381,occasionally_late,499,bank_error,1,5,18,4,2.9,0.63
P001775,C01045,reliable,499,bank_error,1,21,32,2,0.87,0.87
P001776,C07251,frequent_failure,499,payment_method_issue,1,18,4,4,6.01,0.3
P001777,C02139,frequent_failure,499,insufficient_funds,1,17,11,3,5.1,0.32
P001778,C09497,reliable,499,authentication_failed,1,27,20,0,0.53,0.78
P001779,C00350,frequent_failure,499,payment_method_issue,1,5,7,5,5.07,0.44
P001780,C04107,reliable,499,payment_method_issue,2,9,9,1,0.62,0.76
P001781,C01070,reliable,499,bank_error,2,20,7,2,0.69,0.92
P001782,C09510,churn_risk,499,insufficient_funds,1,1,2,7,13.51,0.19
P001783,C07089,reliable,499,authentication_failed,1,34,17,2,0.07,0.72
P001784,C07808,frequent_failure,499,insufficient_funds,1,12,11,5,7.82,0.28
P001785,C08206,reliable,499,authentication_failed,2,20,15,1,0.39,0.75
P001786,C05862,reliable,499,authentication_failed,1,23,13,1,0.05,0.86
P001787,C00613,reliable,499,bank_error,1,7,35,0,0.02,0.99
P001788,C03765,occasionally_late,499,insufficient_funds,1,8,16,2,2.01,0.72
P001789,C09551,reliable,499,bank_error,1,21,31,0,0.62,0.99
P001790,C07622,reliable,499,bank_error,1,36,35,2,0.14,0.98
P001791,C04603,frequent_failure,499,authentication_failed,1,19,6,5,3.58,0.32
P001792,C02222,occasionally_late,499,bank_error,1,4,7,2,1.4,0.66
P001793,C02693,occasionally_late,499,bank_error,1,24,8,1,2.38,0.48
P001794,C03202,churn_risk,499,authentication_failed,2,5,3,4,7.52,0.27
P001795,C03496,reliable,499,payment_method_issue,1,27,21,0,0.97,0.77
P001796,C09892,reliable,499,bank_error,1,10,11,2,0.0,0.94
P001797,C02063,reliable,499,payment_method_issue,1,28,16,0,0.68,0.9
P001798,C00806,reliable,499,authentication_failed,1,35,16,0,0.08,0.71
P001799,C09498,frequent_failure,499,insufficient_funds,1,12,8,4,7.95,0.41
P001800,C01677,reliable,499,bank_error,1,18,32,2,0.01,0.96
P001801,C09281,occasionally_late,499,payment_method_issue,2,23,13,3,3.93,0.67
P001802,C05344,occasionally_late,499,authentication_failed,2,18,7,3,1.59,0.71
P001803,C08716,occasionally_late,499,bank_error,1,11,5,2,3.4,0.63
P001804,C00297,frequent_failure,499,insufficient_funds,1,15,9,5,7.39,0.29
P001805,C09170,frequent_failure,499,payment_method_issue,1,3,6,4,5.14,0.28
P001806,C05914,occasionally_late,499,payment_method_issue,1,19,9,3,3.77,0.78
P001807,C01755,reliable,499,bank_error,2,18,32,1,0.25,0.84
P001808,C07706,frequent_failure,499,bank_error,1,3,6,7,4.47,0.48
P001809,C03025,reliable,499,insufficient_funds,1,31,18,0,0.62,0.74
P001810,C08046,reliable,499,bank_error,1,20,25,0,0.05,0.82
P001811,C05866,reliable,499,insufficient_funds,1,24,7,0,0.29,0.84
P001812,C02197,reliable,499,bank_error,1,21,18,0,0.11,0.98
P001813,C08303,reliable,499,bank_error,1,12,34,0,0.97,0.96
P001814,C01346,reliable,499,payment_method_issue,1,22,35,2,0.0,0.77
P001815,C00551,occasionally_late,499,payment_method_issue,1,7,17,3,3.02,0.54
P001816,C02153,occasionally_late,499,insufficient_funds,2,10,16,2,3.18,0.48
P001817,C01881,occasionally_late,499,insufficient_funds,1,22,8,1,1.58,0.55
P001818,C02494,occasionally_late,499,insufficient_funds,1,21,6,3,1.22,0.47
P001819,C06612,reliable,499,insufficient_funds,1,18,11,2,0.7,0.9
P001820,C06512,reliable,499,payment_method_issue,1,34,14,0,0.08,0.8
P001821,C02343,occasionally_late,499,payment_method_issue,2,19,4,1,3.67,0.66
P001822,C04265,occasionally_late,499,payment_method_issue,2,9,4,1,1.64,0.48
P001823,C06596,reliable,499,authentication_failed,1,33,7,2,0.84,0.89
P001824,C01211,reliable,499,payment_method_issue,1,23,28,1,0.62,0.81
P001825,C06062,reliable,499,payment_method_issue,1,26,12,2,0.45,0.9
P001826,C00568,reliable,499,authentication_failed,1,14,27,2,0.92,1.0
P001827,C03916,churn_risk,499,bank_error,1,3,6,5,8.36,0.24
P001828,C03000,reliable,499,bank_error,1,33,9,2,0.22,0.99
P001829,C07646,frequent_failure,499,payment_method_issue,2,13,7,6,7.73,0.42
P001830,C07591,reliable,499,payment_method_issue,1,36,12,2,0.16,0.9
P001831,C09000,occasionally_late,499,bank_error,1,12,7,3,2.72,0.65
P001832,C02920,reliable,499,bank_error,1,36,6,2,0.15,0.88
P001833,C02584,occasionally_late,499,authentication_failed,2,17,11,1,2.11,0.48
P001834,C02818,frequent_failure,499,payment_method_issue,2,18,1,3,4.44,0.29
P001835,C05700,churn_risk,499,bank_error,1,9,1,7,5.18,0.22
P001836,C06965,frequent_failure,499,payment_method_issue,1,9,1,5,7.05,0.21
P001837,C03659,reliable,499,payment_method_issue,1,31,6,0,0.24,0.87
P001838,C03093,reliable,499,insufficient_funds,1,16,19,1,0.65,0.77
P001839,C08600,reliable,499,bank_error,1,11,12,2,0.47,0.8
P001840,C08460,frequent_failure,499,bank_error,1,15,8,6,3.73,0.38
P001841,C07811,reliable,499,bank_error,1,22,16,1,0.94,0.84
P001842,C05346,churn_risk,499,bank_error,1,6,3,7,7.91,0.24
P001843,C02523,occasionally_late,499,payment_method_issue,1,18,12,3,2.74,0.72
P001844,C00804,reliable,499,bank_error,1,14,12,2,0.41,0.77
P001845,C09452,occasionally_late,499,insufficient_funds,1,21,5,2,3.69,0.56
P001846,C06570,reliable,499,payment_method_issue,1,22,16,1,0.15,0.84
P001847,C05124,reliable,499,bank_error,1,30,13,0,0.88,0.83
P001848,C04211,reliable,499,authentication_failed,1,10,8,0,0.75,0.95
P001849,C02538,reliable,499,bank_error,1,18,25,2,0.72,0.76
P001850,C08854,reliable,499,bank_error,1,25,12,0,0.79,0.82
P001851,C02277,frequent_failure,499,bank_error,1,16,6,5,4.31,0.39
P001852,C04530,reliable,499,authentication_failed,1,13,35,1,0.79,0.77
P001853,C09871,reliable,499,bank_error,1,10,17,1,0.39,0.79
P001854,C00204,churn_risk,499,insufficient_funds,1,7,1,8,9.73,0.13
P001855,C00968,reliable,499,payment_method_issue,2,32,31,0,0.04,0.75
P001856,C02143,reliable,499,authentication_failed,1,31,19,1,0.71,0.92
P001857,C05789,frequent_failure,499,authentication_failed,2,15,4,3,6.2,0.26
P001858,C06944,reliable,499,insufficient_funds,1,17,35,2,0.01,0.78
P001859,C08801,churn_risk,499,insufficient_funds,1,2,0,4,9.19,0.14
P001860,C07846,reliable,499,payment_method_issue,1,15,32,0,0.82,0.72
P001861,C09651,churn_risk,499,payment_method_issue,1,10,3,8,7.1,0.11
P001862,C02445,reliable,499,bank_error,1,12,27,2,0.22,0.8
P001863,C02619,reliable,499,bank_error,1,13,10,2,0.17,0.95
P001864,C09533,occasionally_late,499,insufficient_funds,1,19,4,2,2.1,0.48
P001865,C09368,frequent_failure,499,payment_method_issue,1,13,11,3,5.07,0.2
P001866,C01141,reliable,499,bank_error,1,30,7,2,0.83,0.85
P001867,C02823,reliable,499,authentication_failed,1,23,12,1,0.15,0.97
P001868,C06217,reliable,499,payment_method_issue,1,13,29,0,0.65,0.98
P001869,C01461,reliable,499,authentication_failed,2,10,31,1,0.15,0.71
P001870,C00054,reliable,499,authentication_failed,2,31,22,0,0.14,0.91
P001871,C04776,churn_risk,499,payment_method_issue,1,5,3,4,13.22,0.18
P001872,C07079,frequent_failure,499,bank_error,1,4,5,5,7.13,0.5
P001873,C05568,frequent_failure,499,payment_method_issue,1,15,2,7,4.41,0.44
P001874,C09185,churn_risk,499,bank_error,1,2,5,9,7.09,0.09
P001875,C02880,reliable,499,bank_error,1,30,6,2,0.81,0.94
P001876,C04978,churn_risk,499,insufficient_funds,1,9,1,8,7.01,0.09
P001877,C01139,reliable,499,authentication_failed,1,27,17,0,0.91,0.76
P001878,C08997,reliable,499,bank_error,1,31,31,1,0.2,0.9
P001879,C03912,reliable,499,bank_error,1,34,34,2,0.51,0.87
P001880,C08142,reliable,499,payment_method_issue,1,35,30,1,0.42,0.93
P001881,C05282,churn_risk,499,authentication_failed,2,11,3,4,12.54,0.09
P001882,C07610,reliable,499,payment_method_issue,1,13,23,2,0.04,0.93
P001883,C09483,reliable,499,bank_error,1,13,25,1,0.73,0.89
P001884,C04445,occasionally_late,499,bank_error,1,23,6,4,2.68,0.58
P001885,C08063,frequent_failure,499,authentication_failed,1,9,7,5,3.05,0.49
P001886,C07592,reliable,499,bank_error,1,34,23,2,0.26,0.99
P001887,C00856,occasionally_late,499,bank_error,1,21,8,3,2.01,0.49
P001888,C07848,occasionally_late,499,authentication_failed,1,18,12,3,3.89,0.61
P001889,C06766,churn_risk,499,payment_method_issue,2,4,1,5,6.06,0.2
P001890,C01458,reliable,499,bank_error,1,29,20,1,0.72,0.83
P001891,C07995,reliable,499,payment_method_issue,1,31,31,0,0.16,0.94
P001892,C06909,occasionally_late,499,bank_error,1,17,3,3,1.31,0.56
P001893,C02469,reliable,499,bank_error,1,19,6,2,0.6,0.9
P001894,C05982,frequent_failure,499,insufficient_funds,2,5,8,3,5.31,0.47
P001895,C02798,occasionally_late,499,payment_method_issue,1,7,18,1,3.58,0.5
P001896,C02393,frequent_failure,499,insufficient_funds,1,13,8,5,7.87,0.39
P001897,C08728,occasionally_late,499,insufficient_funds,2,17,6,4,2.52,0.48
P001898,C07389,reliable,499,bank_error,2,11,14,1,0.27,0.75
P001899,C06263,frequent_failure,499,payment_method_issue,1,12,9,3,6.82,0.29
P001900,C06422,frequent_failure,499,payment_method_issue,1,18,5,5,3.51,0.19
P001901,C04440,churn_risk,499,bank_error,1,11,1,8,8.26,0.15
P001902,C05672,occasionally_late,499,bank_error,1,15,4,1,3.58,0.57
P001903,C08655,reliable,499,authentication_failed,1,34,24,0,0.05,0.78
