customer_id,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,monthly_amount
C05476,reliable,7,7,0,0.23,0.73,499
C05477,reliable,6,6,0,0.67,0.83,499
C05478,reliable,17,15,2,0.88,0.98,499
C05479,frequent_failure,18,10,8,4.89,0.16,499
C05480,occasionally_late,14,11,3,2.86,0.54,499
C05481,reliable,18,17,1,0.5,0.71,499
C05482,occasionally_late,13,11,2,2.31,0.52,499
C05483,reliable,11,11,0,0.53,0.92,499
C05484,reliable,33,32,1,0.78,0.97,499
C05485,churn_risk,4,3,1,6.17,0.17,499
C05486,occasionally_late,15,10,5,3.07,0.53,499
C05487,occasionally_late,10,7,3,2.09,0.54,499
C05488,reliable,25,25,0,0.35,0.98,499
C05489,reliable,13,12,1,0.25,0.84,499
C05490,reliable,33,28,5,0.43,0.88,499
C05491,churn_risk,4,2,2,8.94,0.22,499
C05492,reliable,17,17,0,0.57,0.86,499
C05493,occasionally_late,8,8,0,2.8,0.57,499
C05494,frequent_failure,12,5,7,3.9,0.42,499
C05495,reliable,20,19,1,0.14,0.86,499
C05496,reliable,28,27,1,0.19,0.99,499
C05497,occasionally_late,13,11,2,2.96,0.52,499
C05498,reliable,31,29,2,0.98,0.84,499
C05499,frequent_failure,10,7,3,4.99,0.44,499
C05500,reliable,21,18,3,0.51,0.78,499
C05501,frequent_failure,16,11,5,6.25,0.36,499
C05502,reliable,17,17,0,0.14,0.95,499
C05503,frequent_failure,11,8,3,5.06,0.45,499
C05504,reliable,32,32,0,0.63,0.96,499
C05505,occasionally_late,4,3,1,2.65,0.49,499
C05506,frequent_failure,14,11,3,5.41,0.25,499
C05507,reliable,22,19,3,0.45,0.98,499
C05508,frequent_failure,19,17,2,7.16,0.38,499
C05509,reliable,35,30,5,0.86,0.75,499
C05510,occasionally_late,8,7,1,1.54,0.62,499
C05511,frequent_failure,14,9,5,7.35,0.24,499
C05512,reliable,19,19,0,0.98,0.88,499
C05513,reliable,33,33,0,0.1,0.88,499
C05514,occasionally_late,7,5,2,1.8,0.75,499
C05515,reliable,9,8,1,0.07,0.89,499
C05516,reliable,31,31,0,0.52,0.85,499
C05517,occasionally_late,4,4,0,2.15,0.59,499
C05518,reliable,17,17,0,0.35,0.93,499
C05519,reliable,30,28,2,0.35,0.8,499
C05520,reliable,33,32,1,0.42,0.79,499
C05521,occasionally_late,17,15,2,2.01,0.48,499
C05522,reliable,10,10,0,0.13,0.97,499
C05523,reliable,32,32,0,0.11,0.75,499
C05524,reliable,27,26,1,0.47,0.99,499
C05525,reliable,20,19,1,0.07,0.74,499
C05526,occasionally_late,21,19,2,2.84,0.52,499
C05527,reliable,6,6,0,0.31,0.86,499
C05528,frequent_failure,6,1,5,7.21,0.46,499
C05529,reliable,35,35,0,0.61,0.93,499
C05530,occasionally_late,19,18,1,2.96,0.48,499
C05531,reliable,21,21,0,0.01,0.74,499
C05532,reliable,14,14,0,0.66,0.97,499
C05533,reliable,33,32,1,0.41,0.8,499
C05534,occasionally_late,11,10,1,3.7,0.61,499
C05535,churn_risk,7,2,5,6.21,0.24,499
C05536,reliable,15,14,1,0.42,0.75,499
C05537,occasionally_late,17,16,1,3.69,0.79,499
C05538,reliable,25,24,1,0.15,0.94,499
C05539,reliable,6,5,1,0.27,0.89,499
C05540,reliable,11,11,0,0.19,0.79,499
C05541,reliable,13,13,0,0.95,0.75,499
C05542,occasionally_late,4,3,1,1.71,0.48,499
C05543,frequent_failure,16,12,4,4.32,0.27,499
C05544,reliable,32,31,1,0.26,0.85,499
C05545,reliable,24,24,0,0.58,0.82,499
C05546,reliable,30,27,3,0.83,0.94,499
C05547,reliable,6,5,1,0.31,0.73,499
C05548,frequent_failure,17,10,7,7.8,0.39,499
C05549,reliable,31,30,1,0.96,0.88,499
C05550,reliable,12,12,0,0.84,0.86,499
C05551,occasionally_late,18,15,3,1.79,0.67,499
C05552,occasionally_late,9,6,3,2.51,0.61,499
C05553,reliable,7,7,0,0.09,0.78,499
C05554,reliable,34,32,2,0.81,0.79,499
C05555,reliable,14,13,1,0.31,0.81,499
C05556,reliable,35,35,0,0.3,0.84,499
C05557,reliable,20,20,0,0.2,0.86,499
C05558,frequent_failure,16,10,6,7.23,0.47,499
C05559,frequent_failure,3,3,0,7.6,0.27,499
C05560,reliable,29,27,2,0.04,0.77,499
C05561,occasionally_late,11,9,2,2.27,0.47,499
C05562,occasionally_late,17,15,2,1.68,0.7,499
C05563,reliable,31,30,1,0.44,0.99,499
C05564,churn_risk,5,2,3,10.92,0.09,499
C05565,reliable,19,18,1,0.06,0.94,499
C05566,frequent_failure,9,8,1,7.06,0.32,499
C05567,reliable,14,13,1,0.91,0.9,499
C05568,reliable,22,19,3,0.25,0.82,499
C05569,reliable,34,33,1,0.85,0.87,499
C05570,reliable,20,19,1,0.11,0.84,499
C05571,occasionally_late,7,5,2,1.39,0.68,499
C05572,frequent_failure,11,7,4,7.28,0.4,499
C05573,occasionally_late,20,16,4,3.45,0.72,499
C05574,reliable,32,27,5,0.2,0.88,499
C05575,reliable,13,13,0,0.48,0.98,499
C05576,churn_risk,4,2,2,11.53,0.15,499
C05577,occasionally_late,24,24,0,2.38,0.54,499
C05578,reliable,12,12,0,0.15,0.99,499
C05579,reliable,24,22,2,0.86,0.85,499
C05580,reliable,8,8,0,0.52,0.91,499
C05581,occasionally_late,10,7,3,2.86,0.6,499
C05582,churn_risk,6,2,4,7.62,0.24,499
C05583,occasionally_late,24,18,6,3.15,0.79,499
C05584,frequent_failure,6,5,1,7.2,0.37,499
C05585,reliable,27,25,2,0.77,0.96,499
C05586,reliable,16,16,0,0.71,0.74,499
C05587,reliable,25,24,1,0.22,0.71,499
C05588,reliable,28,26,2,0.15,0.98,499
C05589,reliable,13,13,0,0.37,0.75,499
C05590,reliable,9,9,0,0.89,0.76,499
C05591,frequent_failure,8,6,2,3.71,0.4,499
C05592,frequent_failure,8,7,1,7.59,0.15,499
C05593,reliable,9,9,0,0.54,0.99,499
C05594,churn_risk,3,0,3,11.36,0.16,499
C05595,reliable,19,19,0,0.17,0.73,499
C05596,reliable,36,31,5,0.39,0.85,499
C05597,occasionally_late,22,20,2,1.16,0.52,499
C05598,reliable,9,9,0,0.38,0.99,499
C05599,occasionally_late,11,11,0,3.34,0.58,499
C05600,reliable,14,12,2,0.47,0.79,499
C05601,reliable,28,27,1,0.64,0.73,499
C05602,reliable,12,12,0,0.83,0.75,499
C05603,reliable,8,8,0,0.85,0.93,499
C05604,reliable,7,7,0,0.33,0.97,499
C05605,frequent_failure,19,12,7,6.07,0.4,499
C05606,frequent_failure,15,10,5,6.71,0.25,499
C05607,reliable,18,16,2,0.26,0.96,499
C05608,occasionally_late,17,10,7,3.53,0.74,499
C05609,reliable,12,11,1,0.38,0.76,499
C05610,churn_risk,10,2,8,12.36,0.08,499
C05611,reliable,27,25,2,0.3,0.82,499
C05612,reliable,6,6,0,0.84,0.83,499
C05613,occasionally_late,21,16,5,1.82,0.77,499
C05614,reliable,25,25,0,0.61,0.89,499
C05615,reliable,12,11,1,0.18,0.98,499
C05616,reliable,22,19,3,0.99,1.0,499
C05617,occasionally_late,5,4,1,2.63,0.79,499
C05618,reliable,10,8,2,0.37,0.85,499
C05619,occasionally_late,20,18,2,3.58,0.76,499
C05620,reliable,14,14,0,0.44,0.82,499
C05621,occasionally_late,14,12,2,2.89,0.56,499
C05622,reliable,16,14,2,0.1,0.76,499
C05623,reliable,19,18,1,0.72,0.75,499
C05624,occasionally_late,21,19,2,3.17,0.72,499
C05625,frequent_failure,14,7,7,3.34,0.27,499
C05626,frequent_failure,9,6,3,5.12,0.16,499
C05627,reliable,14,13,1,0.4,0.9,499
C05628,reliable,14,13,1,0.15,0.71,499
C05629,reliable,18,16,2,0.97,0.76,499
C05630,churn_risk,10,7,3,5.7,0.05,499
C05631,reliable,36,36,0,0.45,0.8,499
C05632,occasionally_late,13,12,1,1.4,0.76,499
C05633,reliable,7,6,1,0.32,0.7,499
C05634,frequent_failure,10,7,3,3.9,0.37,499
C05635,occasionally_late,5,5,0,3.68,0.68,499
C05636,reliable,17,17,0,0.01,0.7,499
C05637,reliable,32,31,1,0.57,0.89,499
C05638,reliable,27,26,1,0.67,0.91,499
C05639,reliable,36,36,0,0.94,0.84,499
C05640,reliable,12,10,2,0.21,0.95,499
C05641,reliable,7,6,1,0.39,0.73,499
C05642,reliable,10,9,1,0.01,0.88,499
C05643,frequent_failure,9,7,2,6.49,0.18,499
C05644,occasionally_late,20,17,3,3.63,0.57,499
C05645,churn_risk,2,2,0,12.44,0.14,499
C05646,reliable,30,29,1,0.62,0.93,499
C05647,frequent_failure,7,5,2,5.71,0.19,499
C05648,frequent_failure,8,6,2,3.34,0.38,499
C05649,occasionally_late,10,7,3,3.26,0.61,499
C05650,reliable,18,18,0,0.73,0.77,499
C05651,churn_risk,4,0,4,14.46,0.22,499
C05652,frequent_failure,9,7,2,7.28,0.41,499
C05653,churn_risk,10,5,5,11.26,0.24,499
C05654,frequent_failure,11,8,3,4.56,0.22,499
C05655,churn_risk,8,6,2,13.39,0.24,499
C05656,reliable,28,27,1,0.35,0.91,499
C05657,reliable,23,20,3,0.71,0.99,499
C05658,reliable,11,10,1,0.03,0.99,499
C05659,reliable,8,8,0,1.0,0.7,499
C05660,reliable,23,21,2,0.54,0.84,499
C05661,reliable,20,16,4,0.95,0.82,499
C05662,occasionally_late,20,18,2,2.27,0.8,499
C05663,occasionally_late,22,19,3,1.2,0.73,499
C05664,reliable,24,21,3,0.85,0.82,499
C05665,frequent_failure,4,3,1,5.07,0.38,499
C05666,reliable,28,25,3,0.59,0.87,499
C05667,churn_risk,10,8,2,11.66,0.09,499
C05668,occasionally_late,15,14,1,2.42,0.75,499
C05669,reliable,21,20,1,0.95,0.79,499
C05670,reliable,17,16,1,0.22,0.83,499
C05671,reliable,19,18,1,0.41,0.81,499
C05672,occasionally_late,6,5,1,3.05,0.73,499
C05673,frequent_failure,6,5,1,5.66,0.21,499
C05674,reliable,8,8,0,0.08,0.83,499
C05675,occasionally_late,22,21,1,1.46,0.8,499
C05676,reliable,33,33,0,0.39,0.82,499
C05677,reliable,11,11,0,0.49,0.84,499
C05678,frequent_failure,18,11,7,5.14,0.31,499
C05679,reliable,35,34,1,0.22,0.78,499
C05680,reliable,13,13,0,0.26,0.73,499
C05681,reliable,13,12,1,0.12,0.9,499
C05682,occasionally_late,20,19,1,1.72,0.8,499
C05683,reliable,12,12,0,0.12,0.82,499
C05684,reliable,18,17,1,0.41,0.77,499
C05685,occasionally_late,7,7,0,1.8,0.48,499
C05686,frequent_failure,14,13,1,6.34,0.48,499
C05687,occasionally_late,24,22,2,1.26,0.68,499
C05688,frequent_failure,3,2,1,6.6,0.37,499
C05689,occasionally_late,18,17,1,1.93,0.7,499
C05690,occasionally_late,16,14,2,2.09,0.48,499
C05691,occasionally_late,22,20,2,3.46,0.46,499
C05692,frequent_failure,15,15,0,6.33,0.49,499
C05693,churn_risk,8,2,6,7.23,0.06,499
C05694,reliable,20,20,0,0.43,0.79,499
C05695,occasionally_late,19,14,5,3.78,0.52,499
C05696,occasionally_late,7,7,0,2.55,0.56,499
C05697,reliable,33,32,1,0.27,0.82,499
C05698,occasionally_late,7,6,1,3.9,0.55,499
C05699,reliable,36,36,0,0.66,0.84,499
C05700,churn_risk,1,0,1,14.13,0.22,499
C05701,reliable,24,22,2,0.9,0.75,499
C05702,churn_risk,2,1,1,6.41,0.14,499
C05703,reliable,33,32,1,0.8,1.0,499
C05704,occasionally_late,10,9,1,2.08,0.48,499
C05705,reliable,7,7,0,0.06,0.9,499
C05706,reliable,24,23,1,0.5,0.72,499
C05707,reliable,35,34,1,0.01,0.91,499
C05708,churn_risk,5,3,2,13.05,0.23,499
C05709,occasionally_late,5,4,1,2.17,0.7,499
C05710,occasionally_late,15,12,3,3.06,0.69,499
C05711,occasionally_late,22,19,3,2.24,0.49,499
C05712,reliable,21,21,0,0.3,0.74,499
C05713,reliable,18,18,0,0.49,0.86,499
C05714,occasionally_late,4,3,1,2.82,0.48,499
C05715,occasionally_late,19,14,5,2.64,0.77,499
C05716,churn_risk,8,3,5,6.06,0.13,499
C05717,reliable,18,18,0,0.34,0.91,499
C05718,reliable,15,13,2,0.19,0.88,499
C05719,reliable,20,19,1,0.1,0.88,499
C05720,reliable,11,10,1,0.35,0.94,499
C05721,reliable,33,32,1,0.24,0.85,499
C05722,reliable,6,6,0,0.98,0.78,499
C05723,occasionally_late,5,5,0,1.72,0.63,499
C05724,reliable,33,32,1,0.89,0.97,499
C05725,occasionally_late,15,10,5,3.2,0.52,499
C05726,occasionally_late,10,9,1,3.61,0.68,499
C05727,frequent_failure,10,6,4,4.27,0.44,499
C05728,frequent_failure,17,10,7,7.92,0.36,499
C05729,occasionally_late,15,13,2,1.76,0.77,499
C05730,churn_risk,1,1,0,10.78,0.25,499
C05731,reliable,11,10,1,0.11,0.92,499
C05732,reliable,10,10,0,0.65,0.95,499
C05733,occasionally_late,15,11,4,3.04,0.5,499
C05734,reliable,12,12,0,0.95,0.77,499
C05735,reliable,34,34,0,0.23,0.95,499
C05736,reliable,36,34,2,0.8,0.89,499
C05737,occasionally_late,12,10,2,1.03,0.72,499
C05738,frequent_failure,16,13,3,3.16,0.35,499
C05739,frequent_failure,16,12,4,6.4,0.2,499
C05740,reliable,11,10,1,0.12,0.72,499
C05741,frequent_failure,17,13,4,5.06,0.4,499
C05742,reliable,36,36,0,0.58,0.97,499
C05743,occasionally_late,14,12,2,1.78,0.75,499
C05744,reliable,10,10,0,0.06,0.9,499
C05745,reliable,13,13,0,0.13,0.87,499
C05746,reliable,9,9,0,0.62,0.76,499
C05747,churn_risk,1,1,0,5.21,0.22,499
C05748,occasionally_late,22,21,1,1.55,0.53,499
C05749,frequent_failure,8,6,2,3.09,0.43,499
C05750,reliable,25,24,1,0.02,0.81,499
C05751,reliable,22,22,0,0.31,0.97,499
C05752,frequent_failure,4,2,2,6.72,0.45,499
C05753,reliable,35,33,2,0.21,0.91,499
C05754,reliable,35,30,5,0.01,0.89,499
C05755,reliable,16,16,0,0.61,0.83,499
C05756,occasionally_late,5,4,1,1.21,0.77,499
C05757,reliable,7,6,1,0.25,0.72,499
C05758,reliable,21,21,0,0.14,0.85,499
C05759,occasionally_late,19,15,4,2.37,0.65,499
C05760,reliable,22,21,1,0.91,0.81,499
C05761,reliable,11,11,0,0.14,0.85,499
C05762,churn_risk,10,5,5,13.89,0.29,499
C05763,reliable,7,7,0,0.4,0.98,499
C05764,reliable,29,28,1,0.71,0.81,499
C05765,churn_risk,7,4,3,6.73,0.08,499
C05766,frequent_failure,15,13,2,4.34,0.36,499
C05767,frequent_failure,15,10,5,5.66,0.37,499
C05768,reliable,23,23,0,0.02,0.87,499
C05769,occasionally_late,18,14,4,2.38,0.45,499
C05770,occasionally_late,19,15,4,1.97,0.5,499
C05771,reliable,15,15,0,0.94,0.84,499
C05772,frequent_failure,14,12,2,5.13,0.22,499
C05773,occasionally_late,15,12,3,1.87,0.65,499
C05774,reliable,28,28,0,0.22,0.89,499
C05775,occasionally_late,9,9,0,2.18,0.74,499
C05776,reliable,16,16,0,0.94,0.79,499
C05777,occasionally_late,19,15,4,2.68,0.5,499
C05778,reliable,25,23,2,1.0,0.93,499
C05779,reliable,13,13,0,0.71,0.89,499
C05780,reliable,15,14,1,0.4,0.75,499
C05781,churn_risk,10,8,2,8.91,0.28,499
C05782,reliable,18,17,1,0.41,1.0,499
C05783,reliable,36,36,0,0.51,0.85,499
C05784,occasionally_late,14,14,0,3.1,0.55,499
C05785,frequent_failure,7,5,2,6.7,0.45,499
C05786,reliable,33,32,1,0.04,0.76,499
C05787,reliable,35,33,2,0.69,0.77,499
C05788,reliable,12,12,0,0.26,0.73,499
C05789,reliable,7,7,0,0.92,0.89,499
C05790,occasionally_late,11,10,1,3.5,0.68,499
C05791,churn_risk,1,1,0,14.01,0.27,499
C05792,occasionally_late,15,13,2,3.55,0.46,499
C05793,reliable,33,32,1,0.45,0.99,499
C05794,occasionally_late,16,14,2,1.97,0.49,499
C05795,frequent_failure,12,9,3,3.03,0.2,499
C05796,churn_risk,10,5,5,10.83,0.17,499
C05797,reliable,10,10,0,0.19,0.88,499
C05798,occasionally_late,8,8,0,3.39,0.51,499
C05799,reliable,29,29,0,0.44,0.78,499
C05800,occasionally_late,14,13,1,3.85,0.52,499
C05801,frequent_failure,11,10,1,3.27,0.21,499
C05802,occasionally_late,5,4,1,3.15,0.58,499
C05803,frequent_failure,8,8,0,4.74,0.4,499
C05804,occasionally_late,24,20,4,2.96,0.49,499
C05805,reliable,32,30,2,0.55,0.98,499
C05806,reliable,6,5,1,0.94,0.94,499
C05807,churn_risk,10,8,2,11.54,0.1,499
C05808,reliable,31,31,0,0.42,0.82,499
C05809,frequent_failure,5,3,2,3.76,0.21,499
C05810,occasionally_late,12,11,1,2.39,0.61,499
C05811,reliable,14,14,0,0.68,0.76,499
C05812,frequent_failure,16,13,3,5.87,0.29,499
C05813,reliable,14,14,0,0.86,0.83,499
C05814,reliable,15,14,1,0.32,0.81,499
C05815,reliable,11,11,0,0.33,0.9,499
C05816,occasionally_late,24,19,5,1.23,0.58,499
C05817,occasionally_late,9,8,1,1.19,0.7,499
C05818,reliable,7,7,0,0.8,0.9,499
C05819,reliable,13,10,3,0.19,0.87,499
C05820,occasionally_late,6,4,2,3.49,0.75,499
C05821,reliable,26,24,2,0.95,0.85,499
C05822,occasionally_late,5,4,1,1.87,0.78,499
C05823,reliable,25,22,3,0.04,0.83,499
C05824,churn_risk,4,1,3,14.63,0.13,499
C05825,reliable,9,8,1,0.77,0.92,499
C05826,reliable,28,27,1,0.62,0.86,499
C05827,occasionally_late,12,11,1,2.58,0.57,499
C05828,occasionally_late,6,5,1,1.2,0.72,499
C05829,occasionally_late,8,7,1,3.65,0.56,499
C05830,occasionally_late,4,4,0,1.54,0.55,499
C05831,frequent_failure,3,2,1,6.79,0.46,499
C05832,reliable,13,13,0,0.21,0.85,499
C05833,churn_risk,6,3,3,14.59,0.13,499
C05834,reliable,19,19,0,0.78,0.83,499
C05835,frequent_failure,16,7,9,3.6,0.38,499
C05836,reliable,24,22,2,0.21,0.78,499
C05837,frequent_failure,11,8,3,7.78,0.19,499
C05838,occasionally_late,12,10,2,3.33,0.71,499
C05839,reliable,30,29,1,0.91,0.72,499
C05840,occasionally_late,11,11,0,3.12,0.51,499
C05841,churn_risk,9,4,5,6.63,0.13,499
C05842,frequent_failure,12,7,5,3.62,0.32,499
C05843,reliable,19,17,2,0.66,0.83,499
C05844,reliable,17,16,1,0.88,0.83,499
C05845,frequent_failure,16,12,4,4.93,0.21,499
C05846,reliable,30,29,1,0.82,0.82,499
C05847,occasionally_late,18,16,2,1.16,0.64,499
C05848,reliable,22,22,0,0.12,0.84,499
C05849,churn_risk,4,3,1,14.55,0.06,499
C05850,reliable,27,25,2,0.32,0.88,499
C05851,occasionally_late,19,16,3,1.52,0.51,499
C05852,frequent_failure,13,10,3,4.53,0.24,499
C05853,occasionally_late,9,9,0,3.76,0.78,499
C05854,occasionally_late,9,8,1,3.67,0.63,499
C05855,reliable,18,18,0,0.63,0.7,499
C05856,reliable,11,10,1,0.11,0.86,499
C05857,reliable,17,16,1,0.69,0.86,499
C05858,reliable,33,33,0,0.26,0.95,499
C05859,frequent_failure,5,2,3,5.97,0.34,499
C05860,occasionally_late,9,8,1,3.73,0.58,499
C05861,occasionally_late,11,10,1,3.98,0.51,499
C05862,reliable,23,23,0,0.82,0.88,499
C05863,reliable,13,12,1,0.73,0.7,499
C05864,reliable,14,14,0,0.16,0.86,499
C05865,reliable,13,13,0,0.57,0.77,499
C05866,reliable,34,32,2,0.62,0.91,499
C05867,reliable,9,9,0,0.59,0.99,499
C05868,reliable,10,7,3,0.21,0.89,499
C05869,reliable,23,22,1,0.99,0.73,499
C05870,occasionally_late,9,8,1,1.82,0.77,499
C05871,churn_risk,8,3,5,7.13,0.25,499
C05872,reliable,16,15,1,0.59,0.82,499
C05873,occasionally_late,4,3,1,2.34,0.56,499
C05874,occasionally_late,21,18,3,2.78,0.65,499
C05875,reliable,16,16,0,0.29,0.81,499
C05876,reliable,14,14,0,0.33,0.74,499
C05877,reliable,31,30,1,0.58,0.87,499
C05878,churn_risk,6,2,4,6.94,0.28,499
C05879,occasionally_late,22,21,1,2.37,0.75,499
C05880,reliable,24,24,0,0.72,0.79,499
C05881,occasionally_late,13,12,1,3.24,0.78,499
C05882,reliable,34,29,5,0.12,0.88,499
C05883,occasionally_late,15,12,3,1.08,0.54,499
C05884,occasionally_late,14,13,1,2.12,0.7,499
C05885,reliable,15,15,0,0.33,0.75,499
C05886,reliable,27,26,1,0.75,0.92,499
C05887,occasionally_late,10,8,2,3.93,0.48,499
C05888,occasionally_late,8,8,0,1.21,0.56,499
C05889,frequent_failure,14,11,3,5.73,0.16,499
C05890,occasionally_late,15,14,1,2.8,0.56,499
C05891,occasionally_late,6,6,0,2.15,0.53,499
C05892,occasionally_late,15,13,2,2.46,0.47,499
C05893,occasionally_late,4,3,1,1.91,0.62,499
C05894,occasionally_late,10,9,1,2.76,0.52,499
C05895,occasionally_late,19,15,4,3.58,0.47,499
C05896,occasionally_late,19,12,7,3.61,0.5,499
C05897,churn_risk,3,2,1,5.78,0.23,499
C05898,reliable,16,16,0,0.56,1.0,499
C05899,frequent_failure,15,11,4,4.99,0.38,499
C05900,churn_risk,11,8,3,13.49,0.25,499
C05901,occasionally_late,5,5,0,1.8,0.79,499
C05902,reliable,13,13,0,0.02,0.96,499
C05903,reliable,6,6,0,0.56,0.86,499
C05904,frequent_failure,11,8,3,7.4,0.38,499
C05905,reliable,27,26,1,0.3,0.96,499
C05906,reliable,11,10,1,0.18,0.98,499
C05907,reliable,15,15,0,1.0,0.94,499
C05908,occasionally_late,24,19,5,3.88,0.65,499
C05909,frequent_failure,7,4,3,6.4,0.3,499
C05910,occasionally_late,24,22,2,1.0,0.49,499
C05911,occasionally_late,12,12,0,2.9,0.48,499
C05912,occasionally_late,9,6,3,2.91,0.51,499
C05913,occasionally_late,10,9,1,2.72,0.76,499
C05914,occasionally_late,7,7,0,2.65,0.65,499
C05915,frequent_failure,10,9,1,7.91,0.19,499
C05916,frequent_failure,13,10,3,4.59,0.3,499
C05917,reliable,31,31,0,0.2,0.8,499
C05918,frequent_failure,12,6,6,4.65,0.15,499
C05919,reliable,20,20,0,0.43,0.97,499
C05920,occasionally_late,22,15,7,3.38,0.49,499
C05921,reliable,29,28,1,0.51,0.91,499
C05922,reliable,27,26,1,0.82,0.91,499
C05923,frequent_failure,15,7,8,4.69,0.23,499
C05924,occasionally_late,7,5,2,3.93,0.64,499
C05925,reliable,32,26,6,0.32,0.91,499
C05926,reliable,27,27,0,0.65,0.78,499
C05927,reliable,10,10,0,0.4,0.89,499
C05928,reliable,30,30,0,0.27,0.91,499
C05929,occasionally_late,11,8,3,1.26,0.52,499
C05930,reliable,27,26,1,0.38,0.81,499
C05931,occasionally_late,13,11,2,3.67,0.67,499
C05932,occasionally_late,5,4,1,1.15,0.76,499
C05933,frequent_failure,7,5,2,7.72,0.45,499
C05934,reliable,13,13,0,0.16,0.85,499
C05935,occasionally_late,11,10,1,3.36,0.69,499
C05936,occasionally_late,19,19,0,1.36,0.66,499
C05937,churn_risk,1,1,0,10.67,0.2,499
C05938,occasionally_late,8,8,0,1.87,0.6,499
C05939,frequent_failure,5,3,2,7.25,0.23,499
C05940,occasionally_late,16,14,2,1.68,0.8,499
C05941,occasionally_late,6,6,0,1.77,0.52,499
C05942,reliable,29,28,1,0.99,0.8,499
C05943,reliable,18,17,1,0.0,0.75,499
C05944,frequent_failure,4,4,0,5.54,0.47,499
C05945,frequent_failure,9,5,4,3.45,0.41,499
C05946,occasionally_late,13,12,1,2.92,0.72,499
C05947,reliable,11,10,1,0.15,0.89,499
C05948,reliable,7,7,0,0.37,0.98,499
C05949,occasionally_late,17,14,3,2.31,0.58,499
C05950,reliable,19,19,0,0.93,0.72,499
C05951,reliable,28,27,1,0.87,0.97,499
C05952,reliable,35,33,2,0.53,0.93,499
C05953,occasionally_late,6,4,2,1.32,0.52,499
C05954,occasionally_late,8,8,0,3.35,0.52,499
C05955,occasionally_late,23,22,1,2.01,0.72,499
C05956,frequent_failure,19,15,4,4.46,0.48,499
C05957,frequent_failure,17,10,7,7.67,0.46,499
C05958,reliable,9,9,0,0.49,0.71,499
C05959,occasionally_late,22,20,2,2.66,0.6,499
C05960,occasionally_late,24,18,6,1.0,0.56,499
C05961,reliable,8,8,0,0.28,0.8,499
C05962,reliable,17,15,2,0.02,0.71,499
C05963,reliable,12,11,1,0.35,0.79,499
C05964,occasionally_late,16,15,1,1.61,0.74,499
C05965,reliable,7,7,0,1.0,0.8,499
C05966,reliable,7,7,0,0.31,0.77,499
C05967,occasionally_late,24,21,3,2.91,0.47,499
C05968,occasionally_late,22,20,2,2.51,0.53,499
C05969,reliable,17,14,3,0.72,0.98,499
C05970,occasionally_late,5,5,0,2.47,0.71,499
C05971,frequent_failure,9,5,4,7.99,0.43,499
C05972,reliable,12,12,0,0.52,0.71,499
C05973,reliable,9,9,0,0.54,0.99,499
C05974,reliable,7,7,0,0.28,0.9,499
C05975,reliable,7,7,0,0.93,0.74,499
C05976,occasionally_late,20,16,4,2.6,0.47,499
C05977,reliable,11,10,1,0.13,0.83,499
C05978,occasionally_late,17,14,3,2.89,0.59,499
C05979,reliable,32,31,1,0.48,0.83,499
C05980,reliable,13,12,1,0.09,0.87,499
C05981,reliable,32,31,1,0.64,0.75,499
C05982,reliable,30,29,1,0.65,0.99,499
C05983,churn_risk,2,2,0,5.96,0.22,499
C05984,reliable,11,11,0,0.67,0.8,499
C05985,reliable,7,7,0,0.31,0.87,499
C05986,churn_risk,5,3,2,7.15,0.12,499
C05987,occasionally_late,16,13,3,1.13,0.6,499
C05988,occasionally_late,11,10,1,1.19,0.65,499
C05989,reliable,36,36,0,0.12,0.81,499
C05990,occasionally_late,21,16,5,3.0,0.55,499
C05991,occasionally_late,22,18,4,1.13,0.69,499
C05992,frequent_failure,13,10,3,5.68,0.23,499
C05993,reliable,24,20,4,0.37,0.71,499
C05994,reliable,11,10,1,0.99,0.94,499
C05995,reliable,30,30,0,0.66,0.9,499
C05996,occasionally_late,10,8,2,3.84,0.63,499
C05997,occasionally_late,9,9,0,2.08,0.55,499
C05998,churn_risk,8,6,2,14.54,0.1,499
C05999,frequent_failure,19,15,4,5.12,0.24,499
C06000,reliable,19,16,3,0.26,0.74,499
C06001,occasionally_late,7,6,1,1.49,0.59,499
C06002,reliable,24,24,0,0.42,0.7,499
C06003,reliable,13,13,0,0.04,0.82,499
C06004,occasionally_late,9,9,0,1.48,0.51,499
C06005,churn_risk,10,9,1,7.21,0.23,499
C06006,occasionally_late,8,7,1,2.51,0.69,499
C06007,churn_risk,9,4,5,9.26,0.18,499
C06008,reliable,25,24,1,0.78,0.93,499
C06009,frequent_failure,17,16,1,3.76,0.45,499
C06010,reliable,21,19,2,0.81,0.77,499
C06011,reliable,14,13,1,0.72,0.9,499
C06012,churn_risk,9,5,4,13.43,0.27,499
C06013,frequent_failure,16,12,4,7.59,0.2,499
C06014,reliable,36,36,0,0.77,0.74,499
C06015,occasionally_late,6,5,1,2.14,0.48,499
C06016,reliable,28,28,0,0.8,0.81,499
C06017,reliable,19,19,0,0.55,0.83,499
C06018,occasionally_late,15,14,1,1.32,0.71,499
C06019,frequent_failure,10,6,4,3.75,0.43,499
C06020,reliable,11,10,1,0.87,0.73,499
C06021,churn_risk,4,3,1,5.29,0.23,499
C06022,reliable,21,20,1,0.58,0.86,499
C06023,occasionally_late,14,12,2,2.62,0.78,499
