payment_id,customer_id,amount,profile,subscription_months,successful_payments,failed_payments,avg_delay_days,reminder_success_rate,failure_reason,attempt_number,action,recovery_probability_true,recovered
P001647,C08037,499,reliable,23,12,1,0.56,0.87,bank_error,2,PAYMENT_LINK,0.6005,0
P001648,C08851,499,frequent_failure,12,3,7,7.19,0.25,bank_error,2,WAIT,0.5743,1
P001648,C08851,499,frequent_failure,12,3,7,7.19,0.25,bank_error,2,RETRY,0.6668,1
P001648,C08851,499,frequent_failure,12,3,7,7.19,0.25,bank_error,2,REMINDER,0.4227,1
P001648,C08851,499,frequent_failure,12,3,7,7.19,0.25,bank_error,2,PAYMENT_LINK,0.6826,1
P001649,C00995,499,reliable,31,26,1,0.02,0.81,authentication_failed,2,WAIT,0.5054,1
P001649,C00995,499,reliable,31,26,1,0.02,0.81,authentication_failed,2,RETRY,0.3111,0
P001649,C00995,499,reliable,31,26,1,0.02,0.81,authentication_failed,2,REMINDER,0.8128,0
P001649,C00995,499,reliable,31,26,1,0.02,0.81,authentication_failed,2,PAYMENT_LINK,0.8921,1
P001650,C06109,499,occasionally_late,15,17,3,3.4,0.48,authentication_failed,3,WAIT,0.4698,0
P001650,C06109,499,occasionally_late,15,17,3,3.4,0.48,authentication_failed,3,RETRY,0.145,0
P001650,C06109,499,occasionally_late,15,17,3,3.4,0.48,authentication_failed,3,REMINDER,0.7709,1
P001650,C06109,499,occasionally_late,15,17,3,3.4,0.48,authentication_failed,3,PAYMENT_LINK,0.9031,1
P001651,C00731,499,reliable,35,23,0,0.67,0.93,insufficient_funds,3,WAIT,0.6315,0
P001651,C00731,499,reliable,35,23,0,0.67,0.93,insufficient_funds,3,RETRY,0.2691,1
P001651,C00731,499,reliable,35,23,0,0.67,0.93,insufficient_funds,3,REMINDER,0.7785,1
P001651,C00731,499,reliable,35,23,0,0.67,0.93,insufficient_funds,3,PAYMENT_LINK,0.6775,0
P001652,C06975,499,reliable,18,15,1,0.74,0.95,bank_error,2,WAIT,0.757,0
P001652,C06975,499,reliable,18,15,1,0.74,0.95,bank_error,2,RETRY,0.8303,1
P001652,C06975,499,reliable,18,15,1,0.74,0.95,bank_error,2,REMINDER,0.8034,1
P001652,C06975,499,reliable,18,15,1,0.74,0.95,bank_error,2,PAYMENT_LINK,0.7007,1
P001653,C06274,499,reliable,17,31,0,0.82,0.84,bank_error,3,WAIT,0.721,1
P001653,C06274,499,reliable,17,31,0,0.82,0.84,bank_error,3,RETRY,0.8128,1
P001653,C06274,499,reliable,17,31,0,0.82,0.84,bank_error,3,REMINDER,0.6923,1
P001653,C06274,499,reliable,17,31,0,0.82,0.84,bank_error,3,PAYMENT_LINK,0.7578,0
P001654,C06752,499,frequent_failure,11,11,7,5.4,0.38,insufficient_funds,2,WAIT,0.6057,0
P001654,C06752,499,frequent_failure,11,11,7,5.4,0.38,insufficient_funds,2,RETRY,0.1838,0
P001654,C06752,499,frequent_failure,11,11,7,5.4,0.38,insufficient_funds,2,REMINDER,0.5833,0
P001654,C06752,499,frequent_failure,11,11,7,5.4,0.38,insufficient_funds,2,PAYMENT_LINK,0.5707,1
P001655,C03510,499,churn_risk,4,0,5,8.18,0.18,insufficient_funds,1,WAIT,0.6057,1
P001655,C03510,499,churn_risk,4,0,5,8.18,0.18,insufficient_funds,1,RETRY,0.2225,0
P001655,C03510,499,churn_risk,4,0,5,8.18,0.18,insufficient_funds,1,REMINDER,0.3532,0
P001655,C03510,499,churn_risk,4,0,5,8.18,0.18,insufficient_funds,1,PAYMENT_LINK,0.5435,1
P001656,C03534,499,reliable,17,23,1,0.1,0.92,authentication_failed,2,WAIT,0.6215,1
P001656,C03534,499,reliable,17,23,1,0.1,0.92,authentication_failed,2,RETRY,0.3709,0
P001656,C03534,499,reliable,17,23,1,0.1,0.92,authentication_failed,2,REMINDER,0.8633,1
P001656,C03534,499,reliable,17,23,1,0.1,0.92,authentication_failed,2,PAYMENT_LINK,0.95,1
P001657,C02514,499,churn_risk,11,4,9,7.01,0.27,bank_error,2,WAIT,0.4453,0
P001657,C02514,499,churn_risk,11,4,9,7.01,0.27,bank_error,2,RETRY,0.6503,1
P001657,C02514,499,churn_risk,11,4,9,7.01,0.27,bank_error,2,REMINDER,0.3265,0
P001657,C02514,499,churn_risk,11,4,9,7.01,0.27,bank_error,2,PAYMENT_LINK,0.542,1
P001658,C05437,499,reliable,29,18,0,0.42,0.84,bank_error,1,WAIT,0.7262,1
P001658,C05437,499,reliable,29,18,0,0.42,0.84,bank_error,1,RETRY,0.8624,1
P001658,C05437,499,reliable,29,18,0,0.42,0.84,bank_error,1,REMINDER,0.7579,1
P001658,C05437,499,reliable,29,18,0,0.42,0.84,bank_error,1,PAYMENT_LINK,0.6045,1
P001659,C03626,499,reliable,7,30,2,0.81,0.99,insufficient_funds,2,WAIT,0.7871,1
P001659,C03626,499,reliable,7,30,2,0.81,0.99,insufficient_funds,2,RETRY,0.3798,0
P001659,C03626,499,reliable,7,30,2,0.81,0.99,insufficient_funds,2,REMINDER,0.746,1
P001659,C03626,499,reliable,7,30,2,0.81,0.99,insufficient_funds,2,PAYMENT_LINK,0.6394,0
P001660,C00466,499,reliable,18,31,2,0.95,0.92,bank_error,2,WAIT,0.7903,1
P001660,C00466,499,reliable,18,31,2,0.95,0.92,bank_error,2,RETRY,0.8883,1
P001660,C00466,499,reliable,18,31,2,0.95,0.92,bank_error,2,REMINDER,0.8054,1
P001660,C00466,499,reliable,18,31,2,0.95,0.92,bank_error,2,PAYMENT_LINK,0.7178,1
P001661,C06756,499,reliable,31,26,0,0.13,0.7,payment_method_issue,1,WAIT,0.5806,0
P001661,C06756,499,reliable,31,26,0,0.13,0.7,payment_method_issue,1,RETRY,0.4642,0
P001661,C06756,499,reliable,31,26,0,0.13,0.7,payment_method_issue,1,REMINDER,0.8009,1
P001661,C06756,499,reliable,31,26,0,0.13,0.7,payment_method_issue,1,PAYMENT_LINK,0.8814,1
P001662,C06760,499,occasionally_late,22,6,3,1.72,0.6,payment_method_issue,2,WAIT,0.5536,1
P001662,C06760,499,occasionally_late,22,6,3,1.72,0.6,payment_method_issue,2,RETRY,0.4143,0
P001662,C06760,499,occasionally_late,22,6,3,1.72,0.6,payment_method_issue,2,REMINDER,0.668,1
P001662,C06760,499,occasionally_late,22,6,3,1.72,0.6,payment_method_issue,2,PAYMENT_LINK,0.8355,1
P001663,C07992,499,occasionally_late,11,18,3,2.96,0.5,insufficient_funds,1,WAIT,0.6519,1
P001663,C07992,499,occasionally_late,11,18,3,2.96,0.5,insufficient_funds,1,RETRY,0.375,1
P001663,C07992,499,occasionally_late,11,18,3,2.96,0.5,insufficient_funds,1,REMINDER,0.6496,1
P001663,C07992,499,occasionally_late,11,18,3,2.96,0.5,insufficient_funds,1,PAYMENT_LINK,0.642,0
P001664,C00158,499,occasionally_late,18,10,4,2.78,0.49,payment_method_issue,1,WAIT,0.5695,0
P001664,C00158,499,occasionally_late,18,10,4,2.78,0.49,payment_method_issue,1,RETRY,0.3999,1
P001664,C00158,499,occasionally_late,18,10,4,2.78,0.49,payment_method_issue,1,REMINDER,0.6675,1
P001664,C00158,499,occasionally_late,18,10,4,2.78,0.49,payment_method_issue,1,PAYMENT_LINK,0.947,1
P001665,C03961,499,churn_risk,1,0,4,9.84,0.28,authentication_failed,2,WAIT,0.3954,1
P001665,C03961,499,churn_risk,1,0,4,9.84,0.28,authentication_failed,2,RETRY,0.0566,0
P001665,C03961,499,churn_risk,1,0,4,9.84,0.28,authentication_failed,2,REMINDER,0.5038,0
P001665,C03961,499,churn_risk,1,0,4,9.84,0.28,authentication_failed,2,PAYMENT_LINK,0.7356,0
P001666,C08833,499,reliable,17,28,1,0.15,0.87,payment_method_issue,2,WAIT,0.5883,1
P001666,C08833,499,reliable,17,28,1,0.15,0.87,payment_method_issue,2,RETRY,0.4573,0
P001666,C08833,499,reliable,17,28,1,0.15,0.87,payment_method_issue,2,REMINDER,0.7061,0
P001666,C08833,499,reliable,17,28,1,0.15,0.87,payment_method_issue,2,PAYMENT_LINK,0.9133,1
P001667,C05471,499,frequent_failure,13,2,6,7.29,0.45,bank_error,2,WAIT,0.6269,0
P001667,C05471,499,frequent_failure,13,2,6,7.29,0.45,bank_error,2,RETRY,0.7465,1
P001667,C05471,499,frequent_failure,13,2,6,7.29,0.45,bank_error,2,REMINDER,0.4672,0
P001667,C05471,499,frequent_failure,13,2,6,7.29,0.45,bank_error,2,PAYMENT_LINK,0.5427,1
P001668,C00186,499,reliable,34,18,1,0.27,0.71,bank_error,1,WAIT,0.7087,1
P001668,C00186,499,reliable,34,18,1,0.27,0.71,bank_error,1,RETRY,0.905,1
P001668,C00186,499,reliable,34,18,1,0.27,0.71,bank_error,1,REMINDER,0.6829,1
P001668,C00186,499,reliable,34,18,1,0.27,0.71,bank_error,1,PAYMENT_LINK,0.6228,1
P001669,C01003,499,reliable,31,26,0,0.84,0.91,authentication_failed,1,WAIT,0.494,1
P001669,C01003,499,reliable,31,26,0,0.84,0.91,authentication_failed,1,RETRY,0.2752,0
P001669,C01003,499,reliable,31,26,0,0.84,0.91,authentication_failed,1,REMINDER,0.8899,1
P001669,C01003,499,reliable,31,26,0,0.84,0.91,authentication_failed,1,PAYMENT_LINK,0.8619,0
P001670,C09509,499,reliable,33,22,2,0.87,0.84,insufficient_funds,3,WAIT,0.7325,1
P001670,C09509,499,reliable,33,22,2,0.87,0.84,insufficient_funds,3,RETRY,0.2108,0
P001670,C09509,499,reliable,33,22,2,0.87,0.84,insufficient_funds,3,REMINDER,0.7831,1
P001670,C09509,499,reliable,33,22,2,0.87,0.84,insufficient_funds,3,PAYMENT_LINK,0.5945,0
P001671,C05624,499,reliable,19,25,0,0.83,0.84,payment_method_issue,1,WAIT,0.6368,1
P001671,C05624,499,reliable,19,25,0,0.83,0.84,payment_method_issue,1,RETRY,0.448,1
P001671,C05624,499,reliable,19,25,0,0.83,0.84,payment_method_issue,1,REMINDER,0.81,1
P001671,C05624,499,reliable,19,25,0,0.83,0.84,payment_method_issue,1,PAYMENT_LINK,0.8748,1
P001672,C00401,499,reliable,35,27,2,0.25,0.97,authentication_failed,3,WAIT,0.4528,0
P001672,C00401,499,reliable,35,27,2,0.25,0.97,authentication_failed,3,RETRY,0.2121,0
P001672,C00401,499,reliable,35,27,2,0.25,0.97,authentication_failed,3,REMINDER,0.8974,1
P001672,C00401,499,reliable,35,27,2,0.25,0.97,authentication_failed,3,PAYMENT_LINK,0.9395,1
P001673,C06241,499,reliable,8,17,2,0.56,0.92,insufficient_funds,1,WAIT,0.7002,1
P001673,C06241,499,reliable,8,17,2,0.56,0.92,insufficient_funds,1,RETRY,0.351,0
P001673,C06241,499,reliable,8,17,2,0.56,0.92,insufficient_funds,1,REMINDER,0.8318,1
P001673,C06241,499,reliable,8,17,2,0.56,0.92,insufficient_funds,1,PAYMENT_LINK,0.5968,0
P001674,C08941,499,reliable,9,9,0,0.15,0.94,bank_error,2,WAIT,0.6488,0
P001674,C08941,499,reliable,9,9,0,0.15,0.94,bank_error,2,RETRY,0.8875,1
P001674,C08941,499,reliable,9,9,0,0.15,0.94,bank_error,2,REMINDER,0.7128,1
P001674,C08941,499,reliable,9,9,0,0.15,0.94,bank_error,2,PAYMENT_LINK,0.7253,1
P001675,C09933,499,reliable,27,12,2,0.43,0.93,bank_error,2,WAIT,0.6651,1
P001675,C09933,499,reliable,27,12,2,0.43,0.93,bank_error,2,RETRY,0.8162,1
P001675,C09933,499,reliable,27,12,2,0.43,0.93,bank_error,2,REMINDER,0.7441,0
P001675,C09933,499,reliable,27,12,2,0.43,0.93,bank_error,2,PAYMENT_LINK,0.6112,1
P001676,C07343,499,frequent_failure,16,6,6,3.88,0.17,authentication_failed,2,WAIT,0.4545,1
P001676,C07343,499,frequent_failure,16,6,6,3.88,0.17,authentication_failed,2,RETRY,0.2272,0
P001676,C07343,499,frequent_failure,16,6,6,3.88,0.17,authentication_failed,2,REMINDER,0.5297,1
P001676,C07343,499,frequent_failure,16,6,6,3.88,0.17,authentication_failed,2,PAYMENT_LINK,0.7507,1
P001677,C09833,499,occasionally_late,13,13,2,2.9,0.46,insufficient_funds,3,WAIT,0.6901,0
P001677,C09833,499,occasionally_late,13,13,2,2.9,0.46,insufficient_funds,3,RETRY,0.1549,0
P001677,C09833,499,occasionally_late,13,13,2,2.9,0.46,insufficient_funds,3,REMINDER,0.5416,1
P001677,C09833,499,occasionally_late,13,13,2,2.9,0.46,insufficient_funds,3,PAYMENT_LINK,0.5814,0
P001678,C08467,499,reliable,8,33,2,0.56,0.89,payment_method_issue,2,WAIT,0.5055,1
P001678,C08467,499,reliable,8,33,2,0.56,0.89,payment_method_issue,2,RETRY,0.4186,0
P001678,C08467,499,reliable,8,33,2,0.56,0.89,payment_method_issue,2,REMINDER,0.8149,1
P001678,C08467,499,reliable,8,33,2,0.56,0.89,payment_method_issue,2,PAYMENT_LINK,0.8748,1
P001679,C08757,499,reliable,30,22,1,0.4,0.99,authentication_failed,1,WAIT,0.5543,1
P001679,C08757,499,reliable,30,22,1,0.4,0.99,authentication_failed,1,RETRY,0.3741,0
P001679,C08757,499,reliable,30,22,1,0.4,0.99,authentication_failed,1,REMINDER,0.9221,0
P001679,C08757,499,reliable,30,22,1,0.4,0.99,authentication_failed,1,PAYMENT_LINK,0.9382,1
P001680,C07959,499,churn_risk,2,2,8,10.82,0.27,payment_method_issue,2,WAIT,0.3441,0
P001680,C07959,499,churn_risk,2,2,8,10.82,0.27,payment_method_issue,2,RETRY,0.1182,0
P001680,C07959,499,churn_risk,2,2,8,10.82,0.27,payment_method_issue,2,REMINDER,0.4424,1
P001680,C07959,499,churn_risk,2,2,8,10.82,0.27,payment_method_issue,2,PAYMENT_LINK,0.6955,1
P001681,C01251,499,churn_risk,10,1,7,8.9,0.19,insufficient_funds,2,WAIT,0.5477,0
P001681,C01251,499,churn_risk,10,1,7,8.9,0.19,insufficient_funds,2,RETRY,0.2675,0
P001681,C01251,499,churn_risk,10,1,7,8.9,0.19,insufficient_funds,2,REMINDER,0.4062,1
P001681,C01251,499,churn_risk,10,1,7,8.9,0.19,insufficient_funds,2,PAYMENT_LINK,0.4001,1
P001682,C03144,499,reliable,19,32,0,0.4,0.99,insufficient_funds,1,WAIT,0.7952,0
P001682,C03144,499,reliable,19,32,0,0.4,0.99,insufficient_funds,1,RETRY,0.4208,0
P001682,C03144,499,reliable,19,32,0,0.4,0.99,insufficient_funds,1,REMINDER,0.8535,1
P001682,C03144,499,reliable,19,32,0,0.4,0.99,insufficient_funds,1,PAYMENT_LINK,0.658,0
P001683,C07431,499,frequent_failure,15,2,5,3.94,0.46,insufficient_funds,3,WAIT,0.5946,1
P001683,C07431,499,frequent_failure,15,2,5,3.94,0.46,insufficient_funds,3,RETRY,0.0796,0
P001683,C07431,499,frequent_failure,15,2,5,3.94,0.46,insufficient_funds,3,REMINDER,0.432,1
P001683,C07431,499,frequent_failure,15,2,5,3.94,0.46,insufficient_funds,3,PAYMENT_LINK,0.4659,0
P001684,C00060,499,occasionally_late,7,8,1,1.58,0.59,insufficient_funds,2,WAIT,0.6834,1
P001684,C00060,499,occasionally_late,7,8,1,1.58,0.59,insufficient_funds,2,RETRY,0.2717,0
P001684,C00060,499,occasionally_late,7,8,1,1.58,0.59,insufficient_funds,2,REMINDER,0.6893,0
P001684,C00060,499,occasionally_late,7,8,1,1.58,0.59,insufficient_funds,2,PAYMENT_LINK,0.5463,0
P001685,C07856,499,reliable,22,28,1,0.93,0.95,bank_error,3,WAIT,0.6523,1
P001685,C07856,499,reliable,22,28,1,0.93,0.95,bank_error,3,RETRY,0.6662,0
P001685,C07856,499,reliable,22,28,1,0.93,0.95,bank_error,3,REMINDER,0.7741,1
P001685,C07856,499,reliable,22,28,1,0.93,0.95,bank_error,3,PAYMENT_LINK,0.7313,1
P001686,C01114,499,reliable,21,36,2,0.74,0.78,authentication_failed,3,WAIT,0.4304,0
P001686,C01114,499,reliable,21,36,2,0.74,0.78,authentication_failed,3,RETRY,0.2363,0
P001686,C01114,499,reliable,21,36,2,0.74,0.78,authentication_failed,3,REMINDER,0.8933,1
P001686,C01114,499,reliable,21,36,2,0.74,0.78,authentication_failed,3,PAYMENT_LINK,0.935,1
P001687,C03058,499,frequent_failure,5,11,7,4.95,0.5,authentication_failed,2,WAIT,0.3473,1
P001687,C03058,499,frequent_failure,5,11,7,4.95,0.5,authentication_failed,2,RETRY,0.1736,1
P001687,C03058,499,frequent_failure,5,11,7,4.95,0.5,authentication_failed,2,REMINDER,0.588,1
P001687,C03058,499,frequent_failure,5,11,7,4.95,0.5,authentication_failed,2,PAYMENT_LINK,0.7366,1
P001688,C09570,499,occasionally_late,9,14,2,3.55,0.76,payment_method_issue,1,WAIT,0.4774,0
P001688,C09570,499,occasionally_late,9,14,2,3.55,0.76,payment_method_issue,1,RETRY,0.4379,1
P001688,C09570,499,occasionally_late,9,14,2,3.55,0.76,payment_method_issue,1,REMINDER,0.7199,0
P001688,C09570,499,occasionally_late,9,14,2,3.55,0.76,payment_method_issue,1,PAYMENT_LINK,0.8497,1
P001689,C01329,499,reliable,34,20,1,0.2,0.79,payment_method_issue,3,WAIT,0.4833,1
P001689,C01329,499,reliable,34,20,1,0.2,0.79,payment_method_issue,3,RETRY,0.2264,0
P001689,C01329,499,reliable,34,20,1,0.2,0.79,payment_method_issue,3,REMINDER,0.759,1
P001689,C01329,499,reliable,34,20,1,0.2,0.79,payment_method_issue,3,PAYMENT_LINK,0.7995,1
P001690,C04996,499,reliable,14,22,0,0.27,0.9,bank_error,1,WAIT,0.6694,1
P001690,C04996,499,reliable,14,22,0,0.27,0.9,bank_error,1,RETRY,0.9262,1
P001690,C04996,499,reliable,14,22,0,0.27,0.9,bank_error,1,REMINDER,0.7578,1
P001690,C04996,499,reliable,14,22,0,0.27,0.9,bank_error,1,PAYMENT_LINK,0.6736,1
P001691,C06683,499,reliable,19,19,0,0.94,0.93,insufficient_funds,3,WAIT,0.7529,0
P001691,C06683,499,reliable,19,19,0,0.94,0.93,insufficient_funds,3,RETRY,0.211,0
P001691,C06683,499,reliable,19,19,0,0.94,0.93,insufficient_funds,3,REMINDER,0.7859,1
P001691,C06683,499,reliable,19,19,0,0.94,0.93,insufficient_funds,3,PAYMENT_LINK,0.6349,0
P001692,C02073,499,churn_risk,2,4,9,5.04,0.06,insufficient_funds,2,WAIT,0.5573,0
P001692,C02073,499,churn_risk,2,4,9,5.04,0.06,insufficient_funds,2,RETRY,0.1688,0
P001692,C02073,499,churn_risk,2,4,9,5.04,0.06,insufficient_funds,2,REMINDER,0.3486,0
P001692,C02073,499,churn_risk,2,4,9,5.04,0.06,insufficient_funds,2,PAYMENT_LINK,0.4236,0
P001693,C04794,499,occasionally_late,14,6,3,3.28,0.79,insufficient_funds,1,WAIT,0.7215,0
P001693,C04794,499,occasionally_late,14,6,3,3.28,0.79,insufficient_funds,1,RETRY,0.3419,1
P001693,C04794,499,occasionally_late,14,6,3,3.28,0.79,insufficient_funds,1,REMINDER,0.6118,0
P001693,C04794,499,occasionally_late,14,6,3,3.28,0.79,insufficient_funds,1,PAYMENT_LINK,0.5933,1
P001694,C06830,499,churn_risk,1,2,8,12.51,0.13,insufficient_funds,1,WAIT,0.4881,0
P001694,C06830,499,churn_risk,1,2,8,12.51,0.13,insufficient_funds,1,RETRY,0.224,1
P001694,C06830,499,churn_risk,1,2,8,12.51,0.13,insufficient_funds,1,REMINDER,0.4238,1
P001694,C06830,499,churn_risk,1,2,8,12.51,0.13,insufficient_funds,1,PAYMENT_LINK,0.4726,0
P001695,C09630,499,reliable,8,29,2,0.72,0.78,bank_error,3,WAIT,0.6844,0
P001695,C09630,499,reliable,8,29,2,0.72,0.78,bank_error,3,RETRY,0.6497,1
P001695,C09630,499,reliable,8,29,2,0.72,0.78,bank_error,3,REMINDER,0.6647,0
P001695,C09630,499,reliable,8,29,2,0.72,0.78,bank_error,3,PAYMENT_LINK,0.6808,1
P001696,C08219,499,occasionally_late,5,12,2,3.31,0.79,bank_error,1,WAIT,0.6459,1
P001696,C08219,499,occasionally_late,5,12,2,3.31,0.79,bank_error,1,RETRY,0.7421,1
P001696,C08219,499,occasionally_late,5,12,2,3.31,0.79,bank_error,1,REMINDER,0.7119,1
P001696,C08219,499,occasionally_late,5,12,2,3.31,0.79,bank_error,1,PAYMENT_LINK,0.6479,1
P001697,C07568,499,frequent_failure,16,1,3,3.28,0.25,bank_error,2,WAIT,0.5727,0
P001697,C07568,499,frequent_failure,16,1,3,3.28,0.25,bank_error,2,RETRY,0.7187,1
P001697,C07568,499,frequent_failure,16,1,3,3.28,0.25,bank_error,2,REMINDER,0.4015,1
P001697,C07568,499,frequent_failure,16,1,3,3.28,0.25,bank_error,2,PAYMENT_LINK,0.5183,0
P001698,C05923,499,occasionally_late,7,16,4,2.26,0.57,payment_method_issue,1,WAIT,0.5547,1
P001698,C05923,499,occasionally_late,7,16,4,2.26,0.57,payment_method_issue,1,RETRY,0.3373,0
P001698,C05923,499,occasionally_late,7,16,4,2.26,0.57,payment_method_issue,1,REMINDER,0.7533,1
P001698,C05923,499,occasionally_late,7,16,4,2.26,0.57,payment_method_issue,1,PAYMENT_LINK,0.7225,0
P001699,C01551,499,churn_risk,2,3,6,6.77,0.08,payment_method_issue,1,WAIT,0.3525,1
P001699,C01551,499,churn_risk,2,3,6,6.77,0.08,payment_method_issue,1,RETRY,0.2539,0
P001699,C01551,499,churn_risk,2,3,6,6.77,0.08,payment_method_issue,1,REMINDER,0.3826,0
P001699,C01551,499,churn_risk,2,3,6,6.77,0.08,payment_method_issue,1,PAYMENT_LINK,0.6883,1
P001700,C01010,499,occasionally_late,14,6,2,3.44,0.54,bank_error,3,WAIT,0.6101,0
P001700,C01010,499,occasionally_late,14,6,2,3.44,0.54,bank_error,3,RETRY,0.685,0
P001700,C01010,499,occasionally_late,14,6,2,3.44,0.54,bank_error,3,REMINDER,0.6118,1
P001700,C01010,499,occasionally_late,14,6,2,3.44,0.54,bank_error,3,PAYMENT_LINK,0.6861,1
P001701,C03756,499,reliable,16,36,1,0.22,0.85,bank_error,1,WAIT,0.7377,1
P001701,C03756,499,reliable,16,36,1,0.22,0.85,bank_error,1,RETRY,0.8374,1
P001701,C03756,499,reliable,16,36,1,0.22,0.85,bank_error,1,REMINDER,0.6905,0
P001701,C03756,499,reliable,16,36,1,0.22,0.85,bank_error,1,PAYMENT_LINK,0.6571,1
P001702,C08682,499,churn_risk,11,3,5,7.65,0.18,bank_error,1,WAIT,0.5149,0
P001702,C08682,499,churn_risk,11,3,5,7.65,0.18,bank_error,1,RETRY,0.6645,1
P001702,C08682,499,churn_risk,11,3,5,7.65,0.18,bank_error,1,REMINDER,0.3295,1
P001702,C08682,499,churn_risk,11,3,5,7.65,0.18,bank_error,1,PAYMENT_LINK,0.4708,1
P001703,C09343,499,occasionally_late,22,11,4,3.95,0.57,bank_error,2,WAIT,0.6936,1
P001703,C09343,499,occasionally_late,22,11,4,3.95,0.57,bank_error,2,RETRY,0.8428,1
P001703,C09343,499,occasionally_late,22,11,4,3.95,0.57,bank_error,2,REMINDER,0.6875,0
P001703,C09343,499,occasionally_late,22,11,4,3.95,0.57,bank_error,2,PAYMENT_LINK,0.6253,0
P001704,C08010,499,frequent_failure,9,5,7,6.82,0.21,authentication_failed,1,WAIT,0.3581,1
P001704,C08010,499,frequent_failure,9,5,7,6.82,0.21,authentication_failed,1,RETRY,0.2079,0
P001704,C08010,499,frequent_failure,9,5,7,6.82,0.21,authentication_failed,1,REMINDER,0.5576,0
P001704,C08010,499,frequent_failure,9,5,7,6.82,0.21,authentication_failed,1,PAYMENT_LINK,0.7624,1
P001705,C03861,499,reliable,10,11,0,0.68,0.91,insufficient_funds,2,WAIT,0.754,1
P001705,C03861,499,reliable,10,11,0,0.68,0.91,insufficient_funds,2,RETRY,0.47,0
P001705,C03861,499,reliable,10,11,0,0.68,0.91,insufficient_funds,2,REMINDER,0.795,1
P001705,C03861,499,reliable,10,11,0,0.68,0.91,insufficient_funds,2,PAYMENT_LINK,0.5982,1
P001706,C03149,499,frequent_failure,18,3,5,3.02,0.42,bank_error,1,WAIT,0.5675,1
P001706,C03149,499,frequent_failure,18,3,5,3.02,0.42,bank_error,1,RETRY,0.6576,1
P001706,C03149,499,frequent_failure,18,3,5,3.02,0.42,bank_error,1,REMINDER,0.4399,0
P001706,C03149,499,frequent_failure,18,3,5,3.02,0.42,bank_error,1,PAYMENT_LINK,0.5402,1
P001707,C02520,499,occasionally_late,16,17,4,1.27,0.48,payment_method_issue,1,WAIT,0.4679,0
P001707,C02520,499,occasionally_late,16,17,4,1.27,0.48,payment_method_issue,1,RETRY,0.4652,1
P001707,C02520,499,occasionally_late,16,17,4,1.27,0.48,payment_method_issue,1,REMINDER,0.6306,1
P001707,C02520,499,occasionally_late,16,17,4,1.27,0.48,payment_method_issue,1,PAYMENT_LINK,0.8758,1
P001708,C03128,499,churn_risk,8,2,4,5.5,0.17,insufficient_funds,2,WAIT,0.4803,0
P001708,C03128,499,churn_risk,8,2,4,5.5,0.17,insufficient_funds,2,RETRY,0.1245,0
P001708,C03128,499,churn_risk,8,2,4,5.5,0.17,insufficient_funds,2,REMINDER,0.3803,0
P001708,C03128,499,churn_risk,8,2,4,5.5,0.17,insufficient_funds,2,PAYMENT_LINK,0.4173,1
P001709,C09085,499,frequent_failure,7,10,5,7.96,0.23,authentication_failed,1,WAIT,0.3215,1
P001709,C09085,499,frequent_failure,7,10,5,7.96,0.23,authentication_failed,1,RETRY,0.1972,0
P001709,C09085,499,frequent_failure,7,10,5,7.96,0.23,authentication_failed,1,REMINDER,0.492,1
P001709,C09085,499,frequent_failure,7,10,5,7.96,0.23,authentication_failed,1,PAYMENT_LINK,0.82,1
P001710,C05317,499,reliable,28,15,0,0.09,0.8,bank_error,1,WAIT,0.736,1
P001710,C05317,499,reliable,28,15,0,0.09,0.8,bank_error,1,RETRY,0.8771,1
P001710,C05317,499,reliable,28,15,0,0.09,0.8,bank_error,1,REMINDER,0.772,1
P001710,C05317,499,reliable,28,15,0,0.09,0.8,bank_error,1,PAYMENT_LINK,0.6986,1
P001711,C01196,499,occasionally_late,19,3,1,2.87,0.56,bank_error,3,WAIT,0.6182,1
P001711,C01196,499,occasionally_late,19,3,1,2.87,0.56,bank_error,3,RETRY,0.6904,1
P001711,C01196,499,occasionally_late,19,3,1,2.87,0.56,bank_error,3,REMINDER,0.5725,1
P001711,C01196,499,occasionally_late,19,3,1,2.87,0.56,bank_error,3,PAYMENT_LINK,0.6276,1
P001712,C09051,499,reliable,17,27,0,0.88,0.86,payment_method_issue,3,WAIT,0.53,1
P001712,C09051,499,reliable,17,27,0,0.88,0.86,payment_method_issue,3,RETRY,0.2487,1
P001712,C09051,499,reliable,17,27,0,0.88,0.86,payment_method_issue,3,REMINDER,0.8406,1
P001712,C09051,499,reliable,17,27,0,0.88,0.86,payment_method_issue,3,PAYMENT_LINK,0.9213,1
P001713,C00880,499,occasionally_late,8,14,1,1.99,0.66,authentication_failed,1,WAIT,0.4306,0
P001713,C00880,499,occasionally_late,8,14,1,1.99,0.66,authentication_failed,1,RETRY,0.2392,1
P001713,C00880,499,occasionally_late,8,14,1,1.99,0.66,authentication_failed,1,REMINDER,0.7669,1
P001713,C00880,499,occasionally_late,8,14,1,1.99,0.66,authentication_failed,1,PAYMENT_LINK,0.9163,1
P001714,C06990,499,frequent_failure,18,3,6,4.71,0.15,bank_error,2,WAIT,0.5263,1
P001714,C06990,499,frequent_failure,18,3,6,4.71,0.15,bank_error,2,RETRY,0.6761,1
P001714,C06990,499,frequent_failure,18,3,6,4.71,0.15,bank_error,2,REMINDER,0.4656,0
